text,label
"di kirim jg warna hitem. terima kasih, semua cepat",positif
terima ka barang sudah kami terima dan sesuai yang kita inginkan. terima ka ,positif
barangnya bagus dan sangat cepat sampe di tangan,netral
"mantap. kualitas oke, recomended penjual. thank you so much warung olahraga ^_^",positif
barang sudah di terima dan bagus,positif
terima ka gan! barangnya bagus :-),positif
barang sesuai dengan ikalauan nya,positif
"pesanan sudah diterima dengan kondisi baik, tq gan",positif
sesuai harapan bagus.,positif
"god quality, bagus untuk iseng",positif
sip.,positif
terima ka barang sudah saya terima dengan baik,positif
"so far so god, tengkiu gan. tungu orderan berikutnya.",positif
alhamdulilah barang sudah sampai dengan selamat,netral
barang bagus sesuai ikalauan,positif
barang sudah diterima dengan baik,positif
terima kasih.,positif
barang sudah diterimq dg baik.terimaka !,netral
terimaka sudah kami terima barangnya bagus,positif
pengiriman cepat dan barang sesuai.,positif
"sangat baik, penjual perhatian dengan produk yang di jual",positif
"sesuai pesanan, pengiriman cepat",positif
sip mantaf,positif
barang sudah sampai sesuai pesanan pokoke mantaps biar bintang yang jd saksi terima ka ,positif
"peluitnya bagus, senang belanja di toko ini,.",positif
terima ka barang sesuai pesanan semoga selalu sukses,positif
sesuai apa yang di gambar atau foto,positif
mantap barangnya bro.,positif
terimaka barang sudah sampai,positif
mantap gankotak sangat memuaskan.,positif
"barang sudah diterima dg baik, respon dan pengiriman rumayan cepat. terima kasih",positif
terimaka paket telah sampai dengan selamat.,netral
"peluitnya bagus, sesuai dengan kualitas dan cocok untuk suport pekerjan.",positif
"fast respon, barang bagus, terima ka .",positif
"produk sangat bagus, pelayanan juga sip, recomended pokoknya",positif
respon super cepat mantap rec penjual,positif
paket sudah diterima dengan kondisi baik. kualitas fox40 luar biasa. sip dan sukses selalu,positif
peluitnya kenceng banget.terimaka . servicenya cepat dan memuaskan,positif
keren dan tidak mengecewakan.keren abis pokoknya pelayananya,positif
"barangnya bagus meski ga ada hologramnya, terima ka banyak, semoga sukses",positif
sip gan barangnya. cuman gak ada info kalo stok barangnya terbatas.,positif
"memuaskan. recomended penjual. barang sesuai pesanan, packing rapi",positif
udah terima tq.barang sesuai foto bagus.,positif
pengirimanya cepat dan rapi.recomended bgt,positif
di kira punchinf pad gde tapi g papa makasi,negatif
"sudah diterima barangnya dalam kondisi baik, terima ka ",positif
barang bgs sesuai merk dan foto. recomended,positif
"barang tiba dengan selamat,maka ",positif
barang sudah datang. maka .,positif
terimaka . paket sudah diterima,positif
"barang sudah diterima sesuai dengan deskripsi dan gambaran, salut dengan pelayanan yang sangat cepat dari warung olahraga",positif
barang sudah diterima.trims,positif
paket sudah diterima . .,positif
"barang tiba dengan selamat,maka ",positif
ongkos kirimnya kemahalan masak surabaya sampang 4 ribu,positif
barangnya sesuai pesanan. terima ka senang ,netral
paketan body protector dengan gumpshield udah diterima istri dirumah. terima ka atas layanan yang super cepat dari warung olahraga dan tokopedia,positif
"barang tiba dengan selamat,maka ",positif
"maka gan, barangnya sudah saya terima",positif
ok ok ok ok ok ok ok ok ok ok ok,netral
produk sangat baik dan sesuai semoga awet.,positif
terimaka bro barang sudah di terima dan aman,positif
terimaka bro barang sudah di terima dan aman,positif
barang sudah diterima dengan baik. terima kasih,positif
"sudah sampai dan diterima, bagus barangnya tapi minimum order nya 2 nga bisa cuma 1",positif
barang sudah sampai.terima ka ,positif
ok.,positif
gumshield udah diterima keluarga dirumah . terima kasih i/ tokopedia dan warung olahraga,positif
baguslah. sesuai dengan harga,positif
mantap.,positif
"terima kasih untuk pengirimanya, chat malam hari pun dilayani",positif
ini snorkel sesuai keinginan dan barangnya ori. terima ka warung olahraga,positif
maka gan barangnya bagus cuman rada lama ngirimnya,positif
trma ka barangnya dah smpai.,positif
heheh mumpung lagi online pagi.top barang sesuai spek dan cepet.sory baru review.,positif
barang sudah diterima dan sesuai.,positif
bagus. servicenya ok.,positif
ok paket sampai tks gan,positif
"jangan pake jne, kirim dari sby ke jkt pake yes, 4 hari baru sampe. mending jdanamp;t reg aja sehari sampe.",positif
barang sudah diterima dan terima ka ,positif
"biar bintang yang berbicara, terima kasih gan",positif
terima kasihx,positif
terima kasihx,positif
barang udah nyampe gan trims,positif
terima ka kaka untuk produknya,positif
"barang cepat sampai, sesuai dg deskripsi produk, mantap gan",positif
terima ka barang bagus dan cepat sampai.,positif
"bagus, mudah dipakai",positif
terima ka . produk oke penjual fast respon dan pengiriman juga cepet pada hari yang sama sudah di kirim.,positif
oke.,positif
cepat sampai dan kualitas oke.,positif
bagus dan lem terlalu kuat wkwkwk,positif
alhamdulilah baik dan benar .,positif
"barang sudah diterima, terima ka ",positif
barang datang dengan aman terimaka . persis sperti di gambar,positif
"mantap, ane agak rewel dikit ma dilayanin. terima ka koh. next order lg pasti dimari dah.",positif
god penjual.barang ok sesuai deskripsi.,positif
barang sesuai kwaltas sangat bagus,positif
bagus.,positif
kualitas bagus pemakaian hemat bisa untuk 2 pasang lebih,positif
barang oke sesuai harapan saya,positif
respon bagus. god penjual. harga jg oke,positif
"terima kasih gan, barang udah diterima dengan baik. sukses selalu.",positif
"barang sesuai pesanan, kualitas mantap",positif
"barang bagus pengiriman cepat,puas lah",positif
pengiriman cepat recomen untuk agan ini,positif
mantap'.,netral
lengket.,positif
barang sudah diterima sesuai pesanan. sip.,positif
barang sudah diterima gan! mantap. recomended .,positif
barang sesuai deskripsi dan proses pengiriman yang cepat,positif
"barang sudah d terima dg baik, kualitas bagus, terima kasih penjual",positif
barang sudah sampe sesuai order.tingal di tes mksh,netral
"barang sudah sampai, sukses slalu warung olahraga",positif
"barang sudah tiba, pengiriman cepat sip ",netral
mantaplah .barang diterima. ok.,positif
lem udah landing gan.udah langsung di pake.hasile juos tenan,positif
"barang oke, service oke, pengiriman cepat.mantap dah.",positif
"sesuai pesanan.pokoke jempol,sip",positif
ok lem sesuai pesanan .,positif
puas dan kualitas bgs.,positif
baik sekali. cepat sekali datangnya. terima kasih. kpn-kpn saya blanja lagi.,positif
"sudah sampai di palembang, terima kasih",positif
mantap. susuai harapan.,positif
bagus.,positif
mantap pengiriman cpt,positif
biar bintang yang menjawab,positif
terima kasih pesanan sudah sampai dengan selamat,positif
barang bagus. packing rapih. sukses terus. pengiriman cepat,positif
"barang sudah diterima, terima ka ",positif
barang sesuai orderan kwalitas baik,positif
bagus.,positif
"barang udah sampai, terma ka banget",positif
"barang dah nyampek, kualitas oke",positif
"barang sudah sampai palembang, terima kasih",positif
mantap fast respon barang sesuai,positif
"barang bagus banget! sesuai deskripsi dan fotonya. yang paling bikin seneng, barang yang dikirim sesuai dengan pesanan. love it.",positif
barang sesuai diskripsi,positif
asik udah datang. dapet warna merah yuhu. produknya jempol. kurir jempol. maka kak. sukses ya,positif
ukuran dan warna sesuai dikirim dengan rapi dan cepat respon penjual cepat,positif
barang diterima dalam keadan baik,positif
barang bagus. respon cepat,positif
sesuai dengan deskripsi.fast reapon.,positif
"barang sesuai gambar,pengiriman cepat ",positif
paket telah tiba dengan aman.trims,positif
barang sesuai pesanan dan penjual fast respon,positif
mantap punya . kiriman juga cepat,positif
bagus dan cepat sesuai waktu,positif
barang bagus sesuai dengan gambar pesanan pengiriman juga cepat nyampe,positif
bagus s,netral
terimaka sudah sampai dengan selamat sesuai deskripsi dan pengiriman cepat.,positif
semoga anaku pinter berenang pake papan ini.terima kasih penjual,positif
kualitas produk bagus dan respon cepat. terima kasih.,positif
"barang lumayan cepet sampai tujuan, penjual fast response, dan barang sesuai deskripsi juga.",positif
mantap bgt .bagus,positif
ukuran dan warna sesuai gambar terimaka banyak,positif
barang diterima sesuai foto. god quality,positif
"bagus,sesuai gambar.terima ka ",positif
barang sesuai pesanan dan respon cepat,positif
"barang bagus, sesuai deskripsi",positif
bagus.trimaka ,positif
"sesuai dengan foto, hrga terjangkau. terima kasih you.",positif
sesuai dengan pesanan. barang bagus,positif
barang sudah diterima dengan baik,positif
terima ka barang sesuai pesanan,positif
"barang bagus, terkirim dengan cepat. tks u penjual n tokped",positif
proses cepat dan barang sesuai keinginan. gutjob,positif
ok.,positif
barang sudah. . dan bagus lah tapi. proses pengiriman barang lama.? apa karena jauh ya,positif
"produk sesuai deskripsi, barang cepat sampai.",netral
"barang sampai dalam keadan baik, sesuai dengan deskrip di display",positif
"terimaka paket telah saya terima sesuai gambar,",positif
mantap tks gan.,positif
god job.,positif
sesuai deskripsi. tidak retak. packing oke,positif
trimkasi barang sudah sampai packing rapih.,positif
"pengiriman cepat, penjual ramah melayani pertanyan",positif
terimak papa renangny bagus,positif
mantap. barang diterima dalam kondisi bagus dan sesuai jadwal. terima kasih,positif
barangnya mantap gan dengan harga yang murah. terimaka .,positif
"fast respond, packagenya rapi dan barang sesuai gambar.^",positif
barang udah nyampe sesuai gambar,positif
trimaka barang sudah d terima.,positif
cepet responya packing rapiterima kasihs,positif
barang sudah diterima dengan baik.thankyou,positif
ok .,netral
"quick respon, penjual komunikatif. semoga bisa terus menjadi langanan.",positif
pengiriman cepat sesuai orderan,positif
"barang sudah diterima, terima kasih.",positif
"barang sudah sampai dengan kwalitas ok,trima ka ",netral
"terima kasih gan, barang sudah sampai dan sesuai dengan pesanan. god penjual",positif
barang nya bagus sesuai dengan yang di foto tanpa lecet. terima ka gan,positif
"barang sudah terima,trims.",positif
udah di terima barangnya dan sesuai dengan pesanan. terima kasih,netral
"terima ka , sudah datang .",positif
terima kasih gan. barang dah diterima.,positif
barang banyak goresan jadi saya pikir itu barang bekas yang d jual lgi,negatif
ok barang udah sampe cepet banget !,positif
"diterima dengan baik, sesuai dengan gambar. terima ka .",positif
"kualitas produk ok, barang yang dikirim persis sesuai pesanan, namun proses pengiriman lama.",netral
"selamat siang gan/ sis. papan renangnya udah sampe. barangnya sesuai deskripsi, packing-nya rapi. overal saya puas dengan paket yang saya terima. sukses selalu dengan lapak agan/sista ya. terima ka ",positif
fast response.sesuai gbr,positif
warnanya biru iah. anaku suka banget. makasi iah.,positif
t'rima ka . barang telah diterima dalam kondisi yang baik.,positif
"""bu, itu papan seluncur untuk aydan ya, terima ka ya bu ! "" oke, semangat ya nak berenangnya senang ",positif
terima kasihs sudah terima barangnya,positif
papan boardnya udah sampe trims ya.,netral
terima kasih bos. barang dah diterima.,positif
terima kasih gan barangnya sudah diterima.,positif
"bahan bagus, memuaskan, pengiriman cepat",positif
diterima dengan baik. bagus kok pengiriman juga baik. tapi belum dicoba hehe,positif
"datang dengan selamat, kualitas oke gan",positif
barang sudah terimaka tokopedia,positif
"barangnya sudah diterima dengan baik, terima kasih",positif
barang sudah diterima dan sesuai dengan yang tertera di katalog penawaran. terima ka .,positif
terimaka bos. barang dah diterima.,positif
"barang oke, kualitas cukup baik dan plastik cukup tebal, lebih bagus lagi kalau ada pilihan ukuran kesil , sedang dan besar,.",positif
mk gan. barang dah sampai.,positif
mantap dan cepat. terima ka dan sukses gan,positif
barang bagus dan berkualitas. material malah lebih bagus/tebal daripada merek papan renang lainya.,positif
"barang diterima dengan baik dengan sedikit baret pada salah satu ujung nya, tampaknya terjadi sat pengiriman karena plastik pembungkus nya robek. saran, sebelum di bungkus plastik lebih baik di bungkus kertas / penahan lain, untuk melindungi sat pengiriman. so far ok kok",positif
terima kasih barangna dah sampai .,positif
"barang sudah diterima. kualitas bagus nih,materialnya kuat",positif
terimaka barangnya sudah saya terima dengan baik,positif
bagus.,positif
barangnya udah nyampe. terima kasih,positif
"pengiriman super cepat, maka ",positif
tq sudah sampe .,positif
sudah diterima dengan kondisi baik. terima kasih gan.,positif
"produk sesuai spek,respon penjual cepat dan pengiriman cepat.",positif
"barang bagus, pengiriman cepat, packing rapi. makasi penjual",positif
produk bagus. harga murah.,positif
barang bagus.gojek pengiriman expres.nti order lagi kalo ada yang pesan,positif
barang sesuai produk respon sangat cepat,positif
sip.mantap.,positif
barang sesuai deskripsi. terima ka .,positif
"barang sesuai pesanan, packing rapi",positif
bolehlah. sesuai harga,positif
barang yang dikirim telah sampai dengan baik. sesuai dengan yang diungah gambarnya. terima ka . pesan lagi di kesempatan berikutnya.,positif
ok.,positif
sip dan trims .,positif
barang bagus. terima ka .,positif
barangnya ciamik bagus dan tepat waktu pelayanan juga ramah god respons,positif
barang mantap gan.terima kasih,positif
"produk cukup baik, sesuai gambar",positif
barang agak cuil dikit.tapi pengiriman cepat,netral
maka pesanan sudah sampai sesuai dengan gambar nya gunakanlah jasa pos karena ongkir murah dibanding jasa lain.,positif
selalu puas belanja disini terima kasih ya,positif
buyer puas maka .sukses terus ;),positif
kualitas sesuai harga fast respon,positif
barang oke lah. sebanding dg hrga murah,positif
"saya pelangan yang puas,dan penjualnya fast response dan sabar senang terimaka ",positif
"barangnya sesuai, tapi berdebu bgt. sengaknya diber kan dl debunya sebelum dikirim",netral
"quick respon, penjual komunikatif. semoga bisa terus menjadi langanan.",positif
"barang udah diterima recomended penjual ,",positif
"sesuai deskripsi, respon penjual cepat",positif
barangnya sesuai dengan harapan,positif
"barang sudah di terima, terimakaih",positif
barang sudah sampe sesuai pesanan. cm lama.,positif
"barang bagus, cuman sedikit lambat kirimnya. thank you",positif
"barang dah sampai dengan aman dan nyaman, terima ka ",positif
terima ka gan. produk bagus sesuai perkiran.,positif
god .,positif
"baranga sudah diterima, sudah dicobain ternyata god.terima kasih bos",positif
sudah diterma dengan selamat dunia akhirat. terimamaka .,positif
"warnanya beda banget sama pic.kirain abu-abu tua fotonya, tyt silver sedih tapi ya uda gp d. terima kasih",positif
lumayan lah sesuai sama harganya,netral
thank u god quality . . .^,positif
barang sudah sampai dengan baik,positif
barang cepat sampai. sesuai di ikalauan,netral
"barangnya sudah diterima, sesuai dengan permintan.",netral
barangnya sudah sampai. packaging rapih. thank you.,positif
barang sudah diterima dengan baik. terima kasih,positif
"pesanan sudah saya terima dengan baik, pelayanan yang cepat dan memuaskan terima ka ",positif
barang bagus. pengiriman cepet packing super rapi super aman. makasi om.,positif
spongenya biasa aja tapi ok lah,positif
"sudah terima, sesuai diskripsi, terima ka .",positif
ok paket sampai tks gan,positif
"barang bagus, istimewa. packing rapi. harga bersahabat. respon penjual cepat. pengiriman sesuai jadwal. recomended penjual.",positif
trims warung olahraga.barangnya oke dan delivery cepat sampai.,positif
mantap gan. packingnya super sekali. cuma ekspedisinya aja lambat.,positif
"biar bintang yang berbicara, terima kasih gan",positif
sesep.,positif
produk ok dan tidak ada cacat bungkus rapai,positif
kualitas bagus. cocok dan pas sekali untuk member kan karet bet dari debu atau kotoran. dilengkapi juga dengan kantong pembungkusnya. jadi pas sekali.,positif
"produk sesuai deskripsi, penjual cukup responsif.",positif
barang oke dan penjual terpercaya,positif
terima ka sampe juga agak telat tq tqtq,positif
kualitas barang not bad dan juga pengiriman lumayan cepat,positif
"fast respons, fast delivery, barang bagus",positif
barabg udh di terima gan terima kasih,positif
"mantap.,sangat berguna sesuai dengan kebutuhan",positif
product yang dikirim sesuai dengan ulasanya. senang ,positif
kecil tapi bermanfat. biar bat'y awet. senang ,positif
"paket sudah sampai, terima kasih. .",netral
barang bagus tapi kayaknya stok lama ya?,positif
barang sudah diterima dengan baik packing rapi terima ka .,positif
sederhana yapi membantu.,netral
respon bagus. god penjual. harga jg oke,positif
"terima kasih gan, barang udah diterima dengan baik. sukses selalu.",positif
barang sesuai dengan gambar dan spesifikasi,positif
sudah diterima tapi lama paketnya dibawa muter-muter ama jne,positif
"busa biasa di baliknya, menyesal telah membelinya. fotonya kurang lengkap",negatif
"barang sudah d terima dg baik, kualitas bagus, terima kasih penjual",positif
pengantaran cepat cuman barangnya udah tidak lengket bgain biru dan kuningnya,negatif
response bagus dan pengiriman cepat,positif
mantap gan barang perfect terima kasih,positif
biarkan bintang berbicara.kualitas oke.pengiriman cepat maka .,positif
barangnya sudah sampai dengan selamat,positif
sudah mendarat sesuai request bos thankx yah,positif
barang sudah diterima terima ka ,positif
"mantap,",positif
sudah diterma dengan selamat dunia akhirat. terimamaka .,positif
sip .,positif
peket terbungkus rapi. terima ka .,positif
"barang tidak sesuai pesanan, barang tidak ori",negatif
"barang bagus, cuma tidak sesuai gambar. tidak ada bonus bola (bawan).mungkin harus diganti gambar biar sesuai",positif
tetap seperti biasa recomended bgt .!,positif
keren bener bat ini . kontrol perfect karena pake ruber 729 cream. cuma agak berat saja kurangnya,positif
"sudah diterima di sulut, kualitas mantap. thank you",positif
dari penampakanya sepertinya berkualitas,positif
sesuai pesanan dicoba dulu pas renang ok,positif
puas banget.sesuai deskripsi.maka gan.,positif
suka bagus banget maka kakak,positif
sesuai pesanan tapi hinga sat ini belum pernah dipakai,positif
"tutup kuping bagus sama seperti gambar di informasi produk, mantap.",positif
"terima ka ,",positif
maka gan barang udah di tes juga. lumayan empuk dan nyaman.,positif
sip.,positif
paket sudah sampe rumah. terima ka h.,positif
"saya pelangan yang puas,dan penjualnya fast response dan sabar senang terimaka ",positif
"barang udah diterima , recomended penjual ,",positif
oke terima ka .,positif
"barang sudah diterima dengan selamat, fast respon, terima ka .",positif
mantaf. kerapian dan ketelitian nya bagus.,positif
"barang sudah diterima sebanyak 2 unit, cuma warna biru diganti jadi warna hijau :-)",positif
trima ka barang sudah sampai dengan baik.,positif
sesuai gambar.terima kasih. .,positif
"sesuai dengan permintan, cepat datang",netral
tutup telinga dan hidungnya lengkap sesuai pesanan.,positif
barang sesuai pesanan kualitas sesuai harga tidak disarankan untuk profesional recomended untuk perenang musiman cukup responsif untuk pengiriman n packing barang aman terlindungi,netral
pelayanan oke dan barang diterima sesuai pesanan. recomended penjual!,positif
okesip.,positif
sudah diterima. maf baru info karena ada ganguan akun.,positif
saya puas dengan kualitas barang dan fast response,netral
"terima kasih atas suportnya, memuaskan dan baik",positif
barang nyampe gan . terima kasih .,netral
"makasi kerjasamanya, maf baru konfirm saya lupa >< cepet banget nyampenya. ^_^",positif
puas. barang berkualitas.,positif
barang bagus kualitas mantap sip.,positif
barang sudah diterima gan. terima ka ,netral
barangnya bagus. pelayananya cepat. recsel. makin laris daganganya ya.,positif
barang sudah dicoba dan mantab.,positif
terima kasih again.,positif
"barang sudah di terima waktu saya lagi berenag, langsung saya pakai. kwalitas barang sangat bagus. recomended . terima kasih ya. sukses selalu.",positif
terima kasih packing mantap sip. h,positif
barang cepat sampai. sesuai dg yang di ikalauan,netral
barang sudah diterima dengan baik. proces cepat.,positif
barang sesuai dengan harapan. thank you,positif
barang cepat sampai.dam sesuai.,positif
"pesanan dah sampai, sesuai dengan gambar. barang bagus.",positif
yh lumayan lah bintang yang menentukan!,netral
lumayan bagus. semoga awet.,positif
barangnya bagus loh.cepat sampai juga.yhanks warung olahraga.,positif
"barangnya cukup bagus dan penjual responsif, worth it, thank you.",positif
terima kasih gan barangnya udah nyamape kmarin hehe,positif
barang telah di terima .maka ,positif
terima ka sudah sampai orderanya,positif
barang dah tiba.pihak jne payah.tapi barang mantap kualitas oke.,positif
"barang sudah sampai, sesuai gambar, kualitas oke punya, pokoknya recomended penjual ",positif
barang sudah terima .,positif
"terima ka , barang sesuai pesanan",positif
barang sudah sampai dan sesuai dengan pesanan. terimaka ,positif
"kualitas bagus, tebal, pengiriman cepet, playanan baik",positif
"sip, maf telat ka ulasan :d",positif
"bagus, berfungsi dengan baik sesuai deskripsi",positif
"barang datang dengan baik. bahan seperti kulit, dan didalamnya dilapisi terpal. semoga awet dan bermanfat. thankyou warung olahraga.",positif
barang sudah ditrima dengan baik thankyou,positif
"barang sudah diterima dan dicoba, kuat, seperti ikalauan, cuma ada sedikit jahitan yang kurang rapi. overal top recomended penjual",positif
barang oke bos. kapan kapan beli lagi,positif
sip. . . . . . . . . . . . .,netral
barang sudah diterima dengan aman sentosa,positif
"super fast response, thank you",positif
bagus dan barangnya beyond expectation. suka banget.,positif
recomended penjual .,positif
.mantap.,positif
terima kasih gan. barang sudah diterima,positif
terimaka barang sudah sampai respon penjual cepat,positif
sudah sampai dengan cepat dan selamat. terima ka .,positif
mantap bang.terima kasih udah sampai nih barangnya,positif
"barang bagus, packingnya rapi, pengiriman tepat waktu. penjual ramah. mantaplah like this (y)",positif
terima kasih gan barangnya oke.,positif
"barang udah sampai, sesuai dengan gambar gan, kualitas bagus.terima kasih,",positif
mantav barang nya cukup bagus. terima kasih,positif
cepat. sesuai dengan gambar. mantap bro,positif
"terima kasih gan, barang udah sampai.sip",positif
maka gan.barang diterima dlm kondiri baik,positif
ok banget.,positif
paket sudah sampai kemarin sore tepat waktu dan sesuai dg yang digambar.,positif
"bahan berbeda, lain kali lebih konsisten",negatif
recomended penjual. tingal cari isi nya nih dah gatel mau gebukin nya,positif
"kualitas barang mantap, jasa pengiriman ma kurang memuaskan",positif
"mantap gan, untuk harga segini. udah lumayan bagus",positif
"barang udh dterima gan, tingal ngisi aja.terima kasih.",positif
istimewa kualitas mantap,positif
mka mas. brang sampe lebih cepat di banding harapan saya :d sukses terus ya. selebihanya biar bintang yang berbicara ^ kpan kpan balik lagi mas. :d,positif
"udah sampai gan, maka .",positif
mangstab dah gan. cepat responya n barang sesuai. top.:-),positif
barang sudah sampe.sangat cepat,positif
maf terlambat konfirmasi.mak ya. barang sampai dngn slamat,positif
"ok, pelayanan ok. :-) datang tepat waktu.",positif
maka barang saya terima.ok,positif
bagus senang kualitasnya bagus harga terjangkau pegiriman cepat senang (y),positif
"barang sudah nyampek tujuan dan kualitasnya bagus, trimaka ",positif
samsak nya bagus top,positif
karet penjepitnya gampang lepas,netral
bagus tapi sat d pakai agak retak,netral
mantap gan. sudah terpasang dengan rapi. recomended penjual. fast response barang original. top markotop.,positif
input resinya agak lama. (mungkin sibuk) . terus pengiriman barang hanya dalam 24 jam. terima kasih ya.,positif
"item keren, delivery aga lama dikit. nyantol di pengiriman kali ya. heheh",positif
terima ka barang telah sampai. dan sesuai.,positif
terima ka barang sudah datang,positif
barang sesuai dan cepat. .,positif
barang sudah sampai sesuai gambar. terimaka .,positif
barang sesuai dengan foto yang tertera,positif
sesuai dengan gambar dan penjual fast response,positif
barang bagus. sesuai deskripsi.,positif
packing rapih dan sesuai pesanan,positif
"untuk kedua kalinya beli type ini, kwalitas bagus",positif
sesuai pas oke god rekom cepat packing bagus,positif
"kualitas sangat baik, cepat dikirim, sangat memuaskan. tentunya sesuai",positif
barang cepat smpai belum sempat d coba tapi sukses terus gan lapaknya,positif
barang sesuai dengan pesanan. .terimaka ,positif
"ini sudah datang sejak kemarin tapi belum bisa diconfirmasi, malah tas nya yang belum datang saya disuruh konfirmasi kemarin. tapi sekarang dah datang semuanya.",positif
"proses cepat, barang mantap. lanjutken",positif
"product bagus sesuai deskripsi, ori, mantap.",positif
"packingnya mantap barangnya juga sesuai, mantap dah",positif
mantap barangnya.untuk pemula.,positif
ok recomended mantap sesuai deskripsi,netral
"kualitas oke harga oke,tapi pengirimn lambat",positif
"mantap, barang sesuai pesanan, packing aman",positif
saya sangat senang produknya di paketkan dengan rapi dan barangnya bagus,positif
"tepat waktu,siap untuk tempur. tks bos",positif
"mak , barang sesuai keinginan",positif
"lumayan barangnya,tapi agak lama barang datengnya",netral
"bat.sudah dicoba, lumayan bagus",positif
"barang sudah sampai, akan saya coba, thks",positif
"barang sudah di terima dengan baik, mks semoga tambah laris.",positif
mantap,positif
"biar bintang yang berbicara, terima kasih gan",positif
"kualitas di atas harga, bukan bat asal",positif
"produknya bagus, cuman pengiriman telat nih.jadi gak bisa dipake tanding tepat waktu",positif
"barang sesuai deskripsi, pengiriman kilat",positif
"barang sesuai dengan ikalauan, rekomended penjual",positif
"barang bagus, sesuai pesanan, respon cepat",positif
"sayang pengiriman agak lambat.,padahal pke gojek.,",positif
barang diterima sesuai harapan. cepat dan tepat waktu. maka ,positif
"terima kasih, next time order lagi",positif
"fast respons, fast delivery, barang bagus",positif
barang dah tiba dengan selamat.mantap,positif
gog barangnya.oke punya mantaps,positif
"mantep dah, ane jadin favorit tokonya.",positif
kualitas barang bagus terutama gripnya,positif
barang sampai dengan aman. terima kasih warung olahraga,positif
sudah sampai. mantap lah.!,positif
barang diterima dengan baik dan cepat dari surabaya ke bekasi.mantap,positif
barang sudah diterima dan terima ak atas layananya.,positif
barang bagus tapi slow respon.,positif
"barang sudah dtg dan sesuai dengan yang dihrpkan, terima ka warung olahraga",positif
bagus nyaman dipegang sesuai deskripsi,positif
terima ka bos terima ka bos,positif
trmks bet sudah saya trma. sesuai dengan yang saya harapkan.,positif
"barangnya sudah saya terima, dan barangnya pas. terima ka .",positif
mka gan.maf telat nga review.barang oke.,positif
terima ka banyak gan barang sudah diterima,positif
"bagus barang yang diterima, sesuai dengan harapan",positif
terima ka banyak luar biasa,positif
"josh, biar bintang yang bicara",positif
barang sesuai gambar. pelayanan baik dan memuaskan,positif
biar bintang yang membuktikan.,positif
siap dicoba dulu.,positif
mantapb cepat sekali prosesnya mantaps,positif
"bet dah saya terima, kualitas sesuai yang diharapkan,",positif
"pengiriman cepat, barang bagus.",positif
sesuai dengan harapan.,positif
barang sudah diterima cepat dan rapi terimaka .,positif
paket udah mendarat dg selamat . . . terima kasih sebelum nya . . .,netral
barang mendarat di rumah dengan baik,positif
"produknya bagus, cuma sayang butuh 2,5 hari sampe. padahal pake yes dan pengantaran dari surabaya ke malang.",positif
"barang sudah diterima. bagus. fast respon, pengiriman cepat. tapi belum dicoba. semoga enak.",positif
kualitas barang dan harga sesuai,positif
"barang bagus, mantap sekali.",positif
top bagus bgt recomended bgt ,positif
sudah selesai debgan an,positif
mhon maf br sempat ka review.bat pinpongnya ok banget.pertama pakai rada susah kontrol permainan.sudah 3 kali pakai sudah ok.cocok.mngkin karetnya sudah mulai lentur.terima ka gan.recomended penjual.cm jne nya aj.pesan pkai yes tapi smpai hampir sm dengan yang regular.,positif
"sudah sampai bos,tks ya mantab",positif
barang sudah datang kualitas bagus dan enak dipegang mantap senang ,positif
"maf baru kasi review. barangnya sudah kami terima dalam keadan baik dan sesuai pesanan. terima barang langsung coba, kualitas ok banget.",positif
barang yang dikirim bagus sesuai deskripsi. top bgt,positif
kualitas produk bagus dengan harga yang murah,positif
terima ka bos paket dah saya terima.,positif
barang yang dipesan sesuai pesanan,netral
"respon cepat, produk sesuai foto+deskripsi,packing rapi berlapis-berlapis,sip",positif
"produk sesuai order,semoga awet",positif
bagus. sesuai pesanan. anaku sangat suka ❤,positif
respon penjual cepat dan packing rapi,positif
"mantap gan, barang sesuai dengan pesanan, penjual sangat responsif, pengiriman barang sangat cepat, sukses selalu ya",positif
"respon cepat, proses cepat, barang berfungsi dengan baik. trima ka . sukses trs jualanya.",positif
pas di pakai sama anaknya. sabtu besok di pakai,positif
"barang sesuai foto dan bagus, respon toko cepat, senang belanja di toko ini",positif
sesuai dengan pesanan.,positif
barang sudah diterima dengan baik,positif
barangnya sesuai dan pengiriman juga cepat. terima kasih ya,positif
"terima kasih barang sudah sampai, pembelian kedua",positif
barang sudah sampai dan akan pesan lg terima kasih,positif
produk sesuai deskripsi dan respon cepat,positif
barang sesuai deskripsi.tks,positif
sip,positif
mantap.semoga sukses selalu,positif
"produk sesuai, fast response, terimakasij",positif
barang bagus.kecepatan ok recomended penjual.,positif
"respon cepat, barang lumayan bagus belum dicoba",positif
"barang sdah sampai,sesuai pesanan, respon cepat",positif
"moga tambah ramai lapak y gan, maka ",positif
mantap gan.,positif
ploduk ploduk sudah diterima dengan baik dan anak anak sangat hepi.rekomen penjual dan kep god quality ya,positif
bagus.sesuai pesanan ok,positif
"barang sesuai pesanan, bagus",positif
kiriman cepat bungkus rapi,positif
god quality recomend .,positif
barang bagus. god penjual. trimaka .,positif
sangat bagus.pelayanan tokonya. pengiriman cepat.barang god,positif
"barang kondisi bagus, sesuai deskripsi produk. kualitas sesuai harga.",positif
barang sesuai dg foto danamp; deskripsi. packing rapi. recomended penjual!,positif
